"","binomial","eq","bm","brm","diet","habitus","suborder","new","bin"
"387","Parotomys_brantsii",0.359514318035059,4.5685062016165,-0.475458479928699,"folivorous","semifossorial","Myomorpha","New","<100"
"388","Pectinator_spekei",0.723978462294544,5.19295685089021,0.692887146754085,"folivorous","saxicolous","Hystricomorpha","Old","100-1000"
"389","Pedetes_capensis",0.842182792849541,7.87012828866894,2.76646915841166,"folivorous","saltatorial","Anomaluromorpha","New",">1000"
"390","Pelomys_campanae",0.769567615241786,4.51085950651685,0.207014169384326,"folivorous","semiaquatic","Myomorpha","New","<100"
"391","Pelomys_fallax",0.763068495098269,4.70048036579242,0.340748793388473,"folivorous","semiaquatic","Myomorpha","New","100-1000"
"392","Perognathus_flavus",1.16258972629925,2.07944154167984,-1.16860566048864,"granivorous","saltatorial","Castorimorpha","Old","<100"
"393","Perognathus_longimembris",1.2013427171759,2.07944154167984,-1.13581583766565,"granivorous","saltatorial","Castorimorpha","Old","<100"
"394","Perognathus_parvus",1.14922240377339,2.84195992277997,-0.632191307941207,"granivorous","saltatorial","Castorimorpha","Modified","<100"
"395","Peromyscus_aztecus",1.07169602502305,3.68210656982651,-0.0480144651017597,"granivorous","terrestrial","Myomorpha","Old","<100"
"396","Peromyscus_boylii",1.09077975928504,3.31309450010718,-0.307123165109485,"omnivorous","arboreal","Myomorpha","Old","<100"
"397","Peromyscus_californicus",1.12738264060599,3.46583012631011,-0.193332365901117,"granivorous","terrestrial","Myomorpha","Modified","<100"
"398","Peromyscus_crinitus",1.38262313268264,2.60712428251225,-0.599511128598678,"omnivorous","saxicolous","Myomorpha","Old","<100"
"399","Peromyscus_difficilis",1.17441663661123,3.5307625860168,-0.069993371820535,"granivorous","arboreal","Myomorpha","New","<100"
"400","Peromyscus_eremicus",1.05532445497476,2.9922261342247,-0.580818995586526,"omnivorous","terrestrial","Myomorpha","Old","<100"
"401","Peromyscus_gossypinus",1.02298152378859,3.34109345759245,-0.350295336974693,"omnivorous","arboreal","Myomorpha","Old","<100"
"402","Peromyscus_keeni",1.26389195503079,3.22485789654575,-0.225997620297116,"omnivorous","arboreal","Myomorpha","New","<100"
"403","Peromyscus_leucopus",1.11909889092737,3.05447276857659,-0.475458479928699,"omnivorous","terrestrial","Myomorpha","Old","<100"
"404","Peromyscus_maniculatus",1.04388128136664,3.04281317024812,-0.553785384951388,"omnivorous","terrestrial","Myomorpha","Modified","<100"
"405","Peromyscus_melanophrys",0.997335285625269,3.80666248977032,-0.0265082598807962,"granivorous","saxicolous","Myomorpha","Old","<100"
"406","Peromyscus_mexicanus",1.13825711837106,3.72301242444898,0.0402432895586306,"omnivorous","terrestrial","Myomorpha","Modified","<100"
